   243162	2016-11-05 13:03:44	1	1	1	0
   243180	2016-11-05 13:03:48	1	1	1	0
   243138	2016-11-05 13:04:07	1	0	1	0
   243156	2016-11-05 13:06:03	1	1	1	0
   243114	2016-11-05 13:06:18	1	0	1	0
   243122	2016-11-05 13:06:25	1	0	1	0
   243122	2016-11-05 13:06:27	1	0	1	0
   243122	2016-11-05 13:06:29	1	0	1	0
   244005	2016-11-05 13:06:32	1	0	1	0
   243181	2016-11-05 13:06:40	1	0	1	0
   243173	2016-11-05 13:06:47	1	0	1	0
   243172	2016-11-05 13:06:58	1	0	1	0
   243172	2016-11-05 13:07:00	1	0	1	0
   242038	2016-11-05 13:10:26	1	1	1	0
   241170	2016-11-05 13:11:32	1	1	1	0
   245003	2016-11-05 13:17:38	1	1	1	0
   245003	2016-11-05 13:17:40	1	1	1	0
   242023	2016-11-05 13:17:52	1	1	1	0
   242024	2016-11-05 13:21:29	1	1	1	0
   241076	2016-11-05 13:22:06	1	1	1	0
   242010	2016-11-05 13:25:22	1	1	1	0
   243083	2016-11-05 13:29:04	1	1	1	0
   243082	2016-11-05 13:41:25	1	1	1	0
   242057	2016-11-05 13:56:52	1	1	1	0
   242057	2016-11-05 13:56:54	1	1	1	0
   244041	2016-11-05 13:58:58	1	1	1	0
   243167	2016-11-05 13:59:03	1	1	1	0
   243076	2016-11-05 14:00:42	1	1	1	0
   244028	2016-11-05 14:06:19	1	1	1	0
   244034	2016-11-05 14:10:51	1	1	1	0
   244034	2016-11-05 14:10:53	1	1	1	0
   243090	2016-11-05 14:16:17	1	0	1	0
   243090	2016-11-05 14:16:19	1	0	1	0
   243068	2016-11-05 14:22:51	1	1	1	0
   244004	2016-11-05 14:25:42	1	1	1	0
   243041	2016-11-05 14:37:06	1	1	1	0
   242012	2016-11-05 14:48:36	1	1	1	0
   242068	2016-11-05 14:49:32	1	1	1	0
   242002	2016-11-05 14:52:06	1	1	1	0
   244038	2016-11-05 15:51:41	1	0	1	0
   244038	2016-11-05 15:51:43	1	0	1	0
   242003	2016-11-05 15:54:12	1	1	1	0
   243155	2016-11-05 16:00:11	1	1	1	0
   243155	2016-11-05 16:00:13	1	1	1	0
   243160	2016-11-05 16:01:11	1	1	1	0
   243182	2016-11-05 16:05:34	1	1	1	0
   243154	2016-11-05 16:07:26	1	1	1	0
   243095	2016-11-05 16:08:26	1	1	1	0
   242032	2016-11-05 16:08:43	1	1	1	0
   242056	2016-11-05 16:09:08	1	1	1	0
   243177	2016-11-05 16:10:23	1	1	1	0
   243097	2016-11-05 16:10:36	1	1	1	0
   242013	2016-11-05 16:11:37	1	1	1	0
   243178	2016-11-05 16:13:24	1	1	1	0
   244045	2016-11-05 16:13:33	1	1	1	0
   273066	2016-11-05 16:14:27	1	1	1	0
   273066	2016-11-05 16:14:29	1	1	1	0
   243098	2016-11-05 16:17:05	1	1	1	0
   243098	2016-11-05 16:17:07	1	1	1	0
   243149	2016-11-05 16:39:56	1	0	1	0
   243067	2016-11-05 18:53:25	1	0	1	0
   243039	2016-11-05 19:02:04	1	0	1	0
   243173	2016-11-05 19:20:51	1	1	1	0
   243173	2016-11-05 19:20:54	1	1	1	0
   243100	2016-11-05 19:22:13	1	1	1	0
   243114	2016-11-05 19:23:23	1	1	1	0
   243114	2016-11-05 19:23:40	1	1	1	0
   244005	2016-11-05 19:24:13	1	1	1	0
   243138	2016-11-05 19:26:46	1	1	1	0
   243172	2016-11-05 19:26:51	1	1	1	0
   243172	2016-11-05 19:26:53	1	1	1	0
   243122	2016-11-05 19:27:13	1	1	1	0
   243122	2016-11-05 19:27:15	1	1	1	0
   243181	2016-11-05 19:27:38	1	1	1	0
   243090	2016-11-05 19:29:37	1	1	1	0
   243090	2016-11-05 19:29:39	1	1	1	0
   243164	2016-11-05 19:56:00	1	1	1	0
   264001	2016-11-05 20:54:00	1	1	1	0
   264001	2016-11-05 20:54:04	1	1	1	0
   244035	2016-11-05 20:59:16	1	0	1	0
   244043	2016-11-05 23:02:15	1	1	1	0
   244043	2016-11-05 23:02:17	1	1	1	0
   244038	2016-11-05 23:02:25	1	1	1	0
   244038	2016-11-05 23:02:28	1	1	1	0
   243067	2016-11-06 06:40:43	1	1	1	0
   243039	2016-11-06 07:31:25	1	1	1	0
   244035	2016-11-06 08:22:50	1	1	1	0
