284021	3/31/2017 7:37	1	0	1	0																		
284021	3/31/2017 19:11	1	1	1	0																		
282013	4/7/2017 11:42	1	0	1	0																		
282013	4/7/2017 11:42	1	0	1	0																		
282045	4/7/2017 11:43	1	0	1	0																		
282045	4/7/2017 11:43	1	0	1	0																		
282016	4/7/2017 11:50	1	0	0	0																		
282011	4/7/2017 11:59	1	0	1	0																		
282031	4/7/2017 12:00	1	0	1	0																		
283027	4/7/2017 16:50	1	1	1	0																		
283027	4/7/2017 16:50	1	1	1	0																		
283027	4/7/2017 16:50	1	1	1	0																		
282018	4/7/2017 16:51	1	1	1	0																		
282038	4/7/2017 16:52	1	1	1	0																		
282038	4/7/2017 16:52	1	1	1	0																		
282040	4/7/2017 16:53	1	1	1	0																		
282040	4/7/2017 16:53	1	1	1	0																		
282002	4/7/2017 16:53	1	1	1	0																		
282002	4/7/2017 16:53	1	1	1	0																		
283070	4/7/2017 16:54	1	1	1	0																		
283070	4/7/2017 16:54	1	1	1	0																		
281077	4/7/2017 16:55	1	1	1	0																		
281077	4/7/2017 16:56	1	1	1	0																		
281211	4/7/2017 16:58	1	1	1	0																		
282022	4/7/2017 16:58	1	1	1	0																		
281246	4/7/2017 17:00	1	1	1	0																		
281246	4/7/2017 17:00	1	1	1	0																		
283029	4/7/2017 17:01	1	1	1	0																		
283029	4/7/2017 17:01	1	1	1	0																		
283028	4/7/2017 17:01	1	1	1	0																		
283034	4/7/2017 17:01	1	1	1	0																		
283059	4/7/2017 17:02	1	1	1	0																		
283059	4/7/2017 17:02	1	1	1	0																		
283059	4/7/2017 17:02	1	1	1	0																		
283039	4/7/2017 17:02	1	1	1	0																		
283074	4/7/2017 17:02	1	1	1	0																		
283074	4/7/2017 17:02	1	1	1	0																		
283074	4/7/2017 17:02	1	1	1	0																		
283074	4/7/2017 17:02	1	1	1	0																		
281014	4/7/2017 17:02	1	1	1	0																		
281014	4/7/2017 17:03	1	1	1	0																		
