   284021	2016-12-23 08:11:56	1	0	1	0
   284021	2016-12-23 08:12:11	1	0	1	0
   281001	2016-12-23 08:14:52	1	0	1	0
   281109	2016-12-23 08:16:27	1	0	1	0
   283051	2016-12-23 08:37:50	1	1	1	0
   283051	2016-12-23 08:37:53	1	1	1	0
   283051	2016-12-23 08:40:01	1	1	1	0
   283051	2016-12-23 08:40:04	1	1	1	0
   283002	2016-12-23 09:12:46	1	1	1	0
   282009	2016-12-23 09:38:39	1	1	1	0
   282045	2016-12-23 12:31:35	1	1	1	0
   282013	2016-12-23 12:47:28	1	1	1	0
   282031	2016-12-23 12:49:43	1	1	1	0
   282011	2016-12-23 12:57:25	1	1	1	0
   282016	2016-12-23 12:59:11	1	1	0	0
   282018	2016-12-23 13:59:07	1	1	1	0
   283039	2016-12-23 14:04:21	1	1	1	0
   283070	2016-12-23 14:33:56	1	1	1	0
   283003	2016-12-23 14:35:37	1	1	1	0
   283037	2016-12-23 14:36:57	1	1	1	0
   283034	2016-12-23 14:47:45	1	1	1	0
   283011	2016-12-23 14:47:49	1	1	1	0
   283011	2016-12-23 14:49:18	1	1	1	0
   283029	2016-12-23 14:54:16	1	1	1	0
   283021	2016-12-23 15:00:53	1	1	1	0
   282020	2016-12-23 15:05:59	1	1	1	0
   283028	2016-12-23 15:11:31	1	1	1	0
   283074	2016-12-23 15:36:56	1	1	1	0
   283027	2016-12-23 15:42:18	1	1	1	0
   283027	2016-12-23 15:42:20	1	1	1	0
   283027	2016-12-23 15:43:53	1	1	1	0
   283008	2016-12-23 15:48:32	1	1	1	0
   281246	2016-12-23 16:36:11	1	1	1	0
   281270	2016-12-23 16:44:31	1	1	1	0
   281270	2016-12-23 16:44:33	1	1	1	0
   281077	2016-12-23 16:44:54	1	1	1	0
   281304	2016-12-23 16:50:42	1	1	1	0
   281033	2016-12-23 16:51:46	1	1	1	0
   281242	2016-12-23 17:00:07	1	1	1	0
   281126	2016-12-23 17:00:25	1	1	1	0
   281011	2016-12-23 17:00:47	1	1	1	0
   281011	2016-12-23 17:00:49	1	1	1	0
   281109	2016-12-23 17:00:59	1	1	1	0
   281129	2016-12-23 17:01:28	1	1	1	0
   281295	2016-12-23 17:03:51	1	1	1	0
   281267	2016-12-23 17:03:53	1	1	1	0
   281267	2016-12-23 17:03:55	1	1	1	0
   281073	2016-12-23 17:04:46	1	1	1	0
   281267	2016-12-23 17:04:54	1	1	1	0
   281145	2016-12-23 17:05:12	1	1	1	0
   282038	2016-12-23 17:07:45	1	1	1	0
   282040	2016-12-23 17:08:02	1	1	1	0
   281007	2016-12-23 17:08:16	1	1	1	0
   282002	2016-12-23 17:10:27	1	1	1	0
   284019	2016-12-23 17:14:34	1	1	1	0
   281320	2016-12-23 17:16:12	1	1	1	0
   281076	2016-12-23 17:18:34	1	1	1	0
   281211	2016-12-23 17:19:48	1	1	1	0
   281019	2016-12-23 17:22:49	1	1	1	0
   281006	2016-12-23 17:24:44	1	1	1	0
   281120	2016-12-23 17:25:57	1	1	1	0
   285002	2016-12-23 17:29:44	1	1	1	0
   281043	2016-12-23 17:31:00	1	1	1	0
   281014	2016-12-23 17:31:10	1	1	1	0
   281052	2016-12-23 17:31:15	1	1	1	0
   281079	2016-12-23 17:31:21	1	1	1	0
   281041	2016-12-23 17:31:44	1	1	1	0
   281016	2016-12-23 17:31:58	1	1	1	0
   251001	2016-12-23 17:32:14	1	1	1	0
   281046	2016-12-23 17:32:58	1	1	1	0
   282022	2016-12-23 17:34:23	1	1	1	0
   281001	2016-12-23 17:46:33	1	1	1	0
   283059	2016-12-23 17:47:10	1	1	1	0
   241097	2016-12-23 17:59:48	1	1	1	0
   283076	2016-12-23 18:00:24	1	1	1	0
   283063	2016-12-23 18:01:09	1	1	1	0
   283075	2016-12-23 18:03:22	1	1	1	0
   283060	2016-12-23 18:03:55	1	1	1	0
   282008	2016-12-23 18:08:20	1	1	1	0
   283045	2016-12-23 18:10:57	1	1	1	0
   283004	2016-12-23 18:22:10	1	1	1	0
   282007	2016-12-23 18:23:42	1	1	1	0
   281143	2016-12-23 18:42:51	1	1	1	0
   282043	2016-12-23 18:44:00	1	1	1	0
   284001	2016-12-23 18:44:07	1	1	1	0
   282021	2016-12-23 18:44:49	1	1	1	0
   284021	2016-12-23 19:09:52	1	1	1	0
   282016	2016-12-23 19:10:42	1	1	0	0
   282011	2016-12-23 19:13:38	1	0	1	0
   282045	2016-12-23 19:15:47	1	0	1	0
   282013	2016-12-23 19:17:03	1	0	1	0
   282009	2016-12-23 19:17:12	1	0	1	0
   282005	2016-12-23 19:27:07	1	0	1	0
   222222	2016-12-23 19:28:19	1	0	1	0
   282031	2016-12-23 19:28:37	1	0	1	0
   283051	2016-12-23 21:07:18	1	0	1	0
   283051	2016-12-23 21:07:20	1	0	1	0
   283035	2016-12-23 22:21:54	1	0	1	0
   283010	2016-12-23 23:06:30	1	0	1	0
   283025	2016-12-23 23:26:32	1	0	1	0
   283025	2016-12-23 23:26:34	1	0	1	0
   283025	2016-12-23 23:26:37	1	0	1	0
   283065	2016-12-23 23:31:20	1	0	1	0
   283010	2016-12-24 04:29:29	1	0	1	0
   283065	2016-12-24 04:29:39	1	1	1	0
   283010	2016-12-24 04:29:49	1	1	1	0
   283035	2016-12-24 04:30:02	1	1	1	0
   283025	2016-12-24 04:30:57	1	1	1	0
   283002	2016-12-24 05:00:38	1	0	1	0
   281246	2016-12-24 06:47:50	1	0	1	0
   283045	2016-12-24 06:47:56	1	0	1	0
   281129	2016-12-24 07:03:53	1	0	1	0
   284001	2016-12-24 07:05:11	1	0	1	0
   283003	2016-12-24 07:08:53	1	0	1	0
   283003	2016-12-24 07:08:55	1	0	1	0
   283003	2016-12-24 07:09:24	1	7	1	0
   283002	2016-12-24 07:20:54	1	1	1	0
   283029	2016-12-24 07:21:52	1	1	1	0
   283074	2016-12-24 07:22:06	1	0	1	0
